Date,ARIMA_Future_Forecast
2026-08-17,344.3388728427613
2026-08-18,343.17345918469584
2026-08-19,344.4972597173257
2026-08-20,345.7143212895949
2026-08-21,344.49954470092956
2026-08-24,343.3024219546947
2026-08-25,344.3629292166855
2026-08-26,345.5274086130324
2026-08-27,344.6110401781522
2026-08-28,343.4827594504497
2026-08-31,344.2675196898077
2026-09-01,345.35512639313316
2026-09-02,344.6897801563104
2026-09-03,343.6464514914899
2026-09-04,344.203798254058
